dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B07RG6YBXC,"AmazonBasics Beginner Violin Bundle, Full Size, Solid wood,R",59.79,21.01,8.51,59.79,58.59,60.99,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9a/9a03d73e.jpg
ABO Dataset,B01BRGUAT6,AmazonBasics Multipurpose Office Scissors - 2-Pack,21.08,7.62,1.02,21.08,20.66,21.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/25/250fb26e.jpg
ABO Dataset,B0792LX8P5,AmazonBasics Ultra Thin Indoor TV Antenna - 25 Mile Range,30.78,11.0,1.22,30.78,30.16,31.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0b/0bf4731a.jpg
ABO Dataset,B07ZL1157D,"AmazonBasics Adjustable 48-Inch Bungee Cords, 2-Tone: Blue +",121.92,2.49,2.21,121.92,119.48,124.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ef/ef8b6b62.jpg
ABO Dataset,B07PSHT5BC,AmazonBasics - Privacy Filters,33.15,20.7,0.04,33.15,32.49,33.81,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/41/41e08cd0.jpg
ABO Dataset,B071YNDN6M,Amazon Basics Exercise and Resistance Loop Bands with Bag (S,22.81,17.6,0.28,22.81,22.35,23.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b6a4a70e.jpg
ABO Dataset,B08GLJSWBG,Amazon Brand-Eono Paint Protection Film Kit for Kia Seltos (,60.0,10.0,10.0,60.0,58.8,61.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ca/ca26f773.jpg
ABO Dataset,B07BH24T1Q,AmazonBasics High-Density Round Exercise Therapy Foam Roller,91.44,15.24,15.24,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/82/825c4a2f.jpg
ABO Dataset,B07MQF769H,Amazon Brand – Ravenna Home Upholstered Headboard with Nailh,9.91,196.6,137.92,196.6,192.67,200.53,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cf/cf62b69a.jpg
ABO Dataset,B07W1Y1M62,"AmazonBasics Velvet Suit Clothes Hangers, 100-Pack, Ivory/Be",44.2,0.51,23.37,44.2,43.32,45.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f7/f772dd01.jpg
ABO Dataset,B085PGV54R,"AmazonBasics Glass Dry-Erase Board - Frosted, Non-Magnetic,",91.44,60.96,2.03,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/77/77b3b36e.jpg
ABO Dataset,B07VWF1TZ5,AmazonBasics Nylon CD/DVD Binder Case (400 Disc Holder Stora,30.99,29.72,16.76,30.99,30.37,31.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c2/c25af85a.jpg
ABO Dataset,B07VWBJLFX,"AmazonBasics Matte Black Wired Keyboard, UK QWERTY Layout",44.17,12.73,2.69,44.17,43.29,45.05,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7c/7c18cc80.jpg
ABO Dataset,B0728HGM3F,Amazon Brand - Solimo Premium High-Carbon Stainless Steel De,22.3,21.0,3.0,22.3,21.85,22.75,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1c/1cc91b99.jpg
ABO Dataset,B07ZWJ1W1J,AmazonBasics Commercial Grade LED Light Bulb | 35-Watt Equiv,127.0,127.0,19.02,127.0,124.46,129.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/91/9162dfa0.jpg
ABO Dataset,B07BL22812,AmazonBasics 3 Piece Expandable Softside Spinner Luggage Sui,53.01,30.48,80.01,80.01,78.41,81.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c5/c55407f1.jpg
ABO Dataset,B07ST4SJL5,"AmazonBasics 30"" x 48"" Rectangular School Activity Table, Ba",119.38,73.66,76.2,119.38,116.99,121.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c9/c9034480.jpg
ABO Dataset,B07S96B1LJ,AmazonBasics Drill and Driver Multi-Bit Set - 100-Piece,27.0,13.0,7.01,27.0,26.46,27.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c84f132.jpg
ABO Dataset,B084HV67GW,"Amazon Brand - Rivet Modern Cutout Hanging Mirror, 23""H, Gol",25.4,3.17,58.42,58.42,57.25,59.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e8/e88756f0.jpg
ABO Dataset,B07PDHMHD6,"AmazonBasics Spring Door Stop, Polished Chrome, 12-Pack",8.03,2.39,2.39,8.03,7.87,8.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0b/0b125ee2.jpg
ABO Dataset,B075YLTFH9,Amazon Brand – Stone & Beam Modern Black and White Canoes on,38.1,33.02,3.17,38.1,37.34,38.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/da/da5cad27.jpg
ABO Dataset,B07ZKZLCS6,"AmazonBasics Soft Loop Motorcycle Tie Down Straps, Black, 4-",43.18,2.16,5.08,43.18,42.32,44.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4b/4b093a7c.jpg
ABO Dataset,B07D574SSQ,UMI. by Amazon - Resistance Loop Bands [Set of 5] with Instr,17.81,17.81,1.8,17.81,17.45,18.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a10569aa.jpg
ABO Dataset,B00QHC02EY,AmazonBasics Waterproof Car Bench Seat Cover for Pets,142.0,119.0,0.1,142.0,139.16,144.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/32/32aac87e.jpg
ABO Dataset,B00AZ0MPFI,"Dreamfoam Bedding Ultimate Dreams Genius Hi Rise Frame, King",193.04,193.04,35.56,193.04,189.18,196.9,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/84/8479a579.jpg
ABO Dataset,B07WN56TPZ,Amazon Brand - Solimo Elton Fabric 3 seater Sofa (Brown),183.0,79.0,81.0,183.0,179.34,186.66,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a6/a644925f.jpg
ABO Dataset,B01881TL3Y,AmazonBasics Tent for Camping - 8-Person,72.01,20.98,20.98,72.01,70.57,73.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/28/28f151cc.jpg
ABO Dataset,B01LONQ7R6,Amazon Basics USB Type-C to Micro-B 2.0 Cable - 15.2 cm - Bl,9.91,9.91,1.5,9.91,9.71,10.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fa/faa55fd5.jpg
ABO Dataset,B07713LC9X,AMazonBasics Pop-up Beach Tent,165.1,110.49,149.86,165.1,161.8,168.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/da/dab200c9.jpg
ABO Dataset,B07S4BRDF3,Eono easyJet 56x45x25 British Airways Jet2 Iberia Maximum Ma,25.0,45.0,56.0,56.0,54.88,57.12,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d9/d9c34cc0.jpg
ABO Dataset,B07NR2L4X2,"365 Everyday Value, Kid's Fluoride Toothpaste, Strawberry Fl",4.06,4.19,16.26,16.26,15.93,16.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/27/27bb5a00.jpg
ABO Dataset,B074H6M63W,"365 Everyday Value, Organic Fruit Strip, Cherry, 0.65 oz",0.33,3.81,15.24,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c5/c500b43b.jpg
ABO Dataset,B07TWFCV44,AmazonBasics Long Reach Pliers Set - 3-Piece,29.01,7.49,5.0,29.01,28.43,29.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/89/8993d0a8.jpg
ABO Dataset,B082T631BC,AmazonBasics Double Braided Nylon Lightning to USB A Cable -,10.01,6.35,2.79,10.01,9.81,10.21,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/37401c79.jpg
ABO Dataset,B071X441F1,Amazon Brand - Solimo 200-Watt Electric Chopper,12.7,12.7,24.1,24.1,23.62,24.58,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4c/4c7b0225.jpg
ABO Dataset,B07K6CKQSM,"AmazonBasics Heavy Duty Presentation Easel, Adjustable Heigh",98.81,8.89,9.4,98.81,96.83,100.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/78/7801ad50.jpg
ABO Dataset,B000HCR89W,"Classic Accessories 73922 Veranda Grill Cover, Large",162.56,60.96,121.92,162.56,159.31,165.81,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/19/19c1e843.jpg
ABO Dataset,B0775Z9ZDK,AmazonBasics Modern Towel Bar - Chrome - 45.7 cm,50.8,5.84,7.87,50.8,49.78,51.82,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fd/fd84e8b0.jpg
ABO Dataset,B07B9BWKL7,Amazonbasics Upright Vacuum Cleaner with High Efficiency Mot,31.2,30.6,115.7,115.7,113.39,118.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ac/acff6442.jpg
ABO Dataset,B01N9RFH7D,AmazonBasics Automotive Headlight Bulbs - H7 (60%) - 12V/55W,5.9,3.4,3.4,5.9,5.78,6.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0e/0e687e36.jpg
ABO Dataset,B07D3KWD7H,"365 Everyday Value, Organic Corn Poblano Chowder, 17 oz",4.83,8.76,13.84,13.84,13.56,14.12,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/36/36dd0028.jpg
ABO Dataset,B07HSJJDRW,Amazon Brand – Stone & Beam Wickstrom Upholstered Counter-He,55.88,53.34,104.14,104.14,102.06,106.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/41/41ef1201.jpg
ABO Dataset,B082B4W9XW,AmazonBasics Spinning Jewelry Tree Stand - Black,18.72,18.72,37.13,37.13,36.39,37.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/14/14e276d3.jpg
ABO Dataset,B0749RNYZV,AmazonBasics Double Layer Roller Blind,150.0,2.46,56.0,150.0,147.0,153.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/33/33271895.jpg
ABO Dataset,B07P8TXWYH,"AmazonBasics Instant Adjustable Collapsible Artist Easel, Tr",165.99,3.2,3.2,165.99,162.67,169.31,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/87/876c8904.jpg
ABO Dataset,B07P217V6H,AmazonBasics Empty Sandbag for Photography Lamp Static - Pac,52.96,26.29,0.99,52.96,51.9,54.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/03/03bdf32e.jpg
ABO Dataset,B082Q9BRHD,AmazonBasics Electric Glass and Steel Kettle - 1.0 Liter,20.09,12.5,21.01,21.01,20.59,21.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2b/2bca1932.jpg
ABO Dataset,B075HRFFQ3,Amazon Brand – Rivet Modern Blue and Green Cactus Print Wall,101.6,101.6,3.81,101.6,99.57,103.63,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b6d01668.jpg
ABO Dataset,B077HZ23BG,Amazon Brand - Movian Constance - 3-Door Shoe Cabinet/Cupboa,25.0,75.0,128.0,128.0,125.44,130.56,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/af/afb09eee.jpg
ABO Dataset,B07G5HJ45M,Eono Essentials Cigar Punch Copper Engraved Retractable and,8.13,0.99,0.99,8.13,7.97,8.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/75/752310a5.jpg
ABO Dataset,B0714LYPVM,Rivet Bookcases,139.7,30.48,109.22,139.7,136.91,142.49,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c0/c0a04ae7.jpg
ABO Dataset,B072FRJCH3,"AmazonBasics Glass Oblong Oven Baking Dishes, Set of 2",39.4,23.7,6.2,39.4,38.61,40.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b0/b0fc56f2.jpg
ABO Dataset,B088BXQ7YG,AmazonBasics MERV 8 AC Furnace Air Filter - 14'' x 25'' x 1',34.92,1.91,62.87,62.87,61.61,64.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e1/e1adf5d4.jpg
ABO Dataset,B07TC3M75V,"AmazonBasics Games Fruit Veggie Domino, 4-Pack",7.87,3.99,0.99,7.87,7.71,8.03,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/62/62e65354.jpg
ABO Dataset,B07PRBQMG6,"AmazonBasics Slim Privacy Screen Filter for 9.7"" iPad Air1 /",23.72,16.59,0.04,23.72,23.25,24.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/04/04c5c96f.jpg
ABO Dataset,B002TLTE7I,AmazonBasics Universal Fixed TV Wall Mount for 26- to 50-Inc,68.58,4.45,50.8,68.58,67.21,69.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/06/0672d20f.jpg
ABO Dataset,B005HSX3KE,[Find] Amazon Collection K Yellow Gold Freshwater Cultured P,14.99,9.14,0.25,14.99,14.69,15.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f5/f5c1a04b.jpg
ABO Dataset,B07CVC12PW,Eono by Amazon - Laundry Bag Sturdy Mesh Bag 3 Set - 2 Extra,31.75,25.98,1.02,31.75,31.11,32.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b65d83bc.jpg
ABO Dataset,B07Z3WX8R4,AmazonBasics Privacy Screen Filter for 22 Inch 16:9 Widescre,47.65,26.82,0.04,47.65,46.7,48.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/87/876a9d3f.jpg
ABO Dataset,B07W48JF1C,AmazonBasics 3 in 1 Heavy Duty Staple Gun with 600pcs staple,16.0,11.68,2.54,16.0,15.68,16.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/25/259e28f7.jpg
ABO Dataset,B082Q1HJHD,AmazonCommercial 7-Outlet Power Strip Surge Protector 1080J,29.46,5.59,3.3,29.46,28.87,30.05,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/49/49838778.jpg
ABO Dataset,B07DD1NBCX,"AmazonBasics Aluminium Venetian Blind, cream, 80 x 130 cm",80.01,5.33,4.57,80.01,78.41,81.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/00/00f6c42e.jpg
ABO Dataset,B07S4N7KGR,"AmazonBasics Foldable Canvas Storage Cube 4 Piece, Grey",27.0,27.0,27.0,27.0,26.46,27.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/53/5340cd9b.jpg
ABO Dataset,B071KGMKMR,"Thai-Spiced Roasted Almonds, 1.5oz , single serve (Pack of 3",30.48,27.94,10.16,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d5/d592a0df.jpg
ABO Dataset,B07FFG653K,Amazon Brand - Solimo 500 ml Large Vegetable Chopper with 3,13.5,13.5,8.5,13.5,13.23,13.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0a/0ab99233.jpg
ABO Dataset,B076YN6CSG,AmazonBasics USB-A 3.1 10-Port Hub with Power Adapter - 65W,14.48,4.42,2.31,14.48,14.19,14.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/68/6814f068.jpg
ABO Dataset,B08D6ZBZTB,AmazonBasics Slim High-Speed 4 Port USB 3.0 Hub with AC Adap,10.52,3.3,1.6,10.52,10.31,10.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1e/1e9185b4.jpg
ABO Dataset,B07Y3QMGX8,"AmazonBasics 10 Inch School Classroom Stack Chair, Chrome Le",30.23,29.21,49.53,49.53,48.54,50.52,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/69/69737cc4.jpg
ABO Dataset,B074V3VPXK,"Whole Foods Market, Peppermint Italian Gelato, 30.4 Ounce",12.19,19.05,6.1,19.05,18.67,19.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ed/ede6de78.jpg
ABO Dataset,B06VVXMJ1S,AmazonBasics XXL Gaming Mouse Pad,45.24,0.23,40.16,45.24,44.34,46.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/35e64c05.jpg
ABO Dataset,B07JY3BQH7,Amazon Basics Tufted Outdoor Square Seat Patio Cushion - Pac,48.26,46.99,12.7,48.26,47.29,49.23,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ce/ceb3f110.jpg
ABO Dataset,B07BDT9WR9,Stone & Beam Traditional Stainless Steel Flatware Set Silver,24.51,18.62,5.0,24.51,24.02,25.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b4/b42533ea.jpg
ABO Dataset,B07T3G776L,AmazonBasics Matte Aluminum License Plate Frame Pair with Sc,30.99,16.0,1.52,30.99,30.37,31.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/61/61a5723a.jpg
ABO Dataset,B07KHKSZCJ,"Eono Essentials 40"" (101 cm) SMART LED TV",90.27,51.57,19.51,90.27,88.46,92.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/eb/ebdebb35.jpg
ABO Dataset,B075X3S2Z6,"Rivet Retro Two-Orb Tree Lamp with Bulbs, 65"" H, White and B",39.62,25.4,165.1,165.1,161.8,168.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/46/46108133.jpg
ABO Dataset,B082WY5X8M,EONO Tote Bags Reusable Shopping Bag Eco-Friendly Recycled C,38.1,5.08,38.1,38.1,37.34,38.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0f/0f57fb3b.jpg
ABO Dataset,B00C28L138,AmazonBasics Mini DisplayPort to VGA Adapter,23.5,3.71,1.5,23.5,23.03,23.97,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6e/6e1be9e6.jpg
ABO Dataset,B00E0NHMNQ,"AmazonBasics Hub 7 Ports (European Plug), USB 2.0 Paquete de",8.9,5.8,8.9,8.9,8.72,9.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ec/ec955725.jpg
ABO Dataset,B085LQYPL8,"AmazonBasics Polyurethane-Coated Work Gloves, Polyester Line",25.0,1.98,8.5,25.0,24.5,25.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d1/d14a3d97.jpg
ABO Dataset,B07SM1JPQV,AmazonBasics Polycarbonate Extra Large Chair Mat for Hard Fl,180.34,0.2,200.0,200.0,196.0,204.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a1d794bd.jpg
ABO Dataset,B075Z9NW3F,"Amazon Brand – Rivet Old World Vintage Persian Area Rug, 3'",175.26,114.3,1.27,175.26,171.75,178.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6a/6af77d37.jpg
ABO Dataset,B07DB6MMJV,EONO Insulin Isothermal Cooler Bag Portable Medical Isotherm,20.0,9.0,4.0,20.0,19.6,20.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1d/1d47b6c9.jpg
ABO Dataset,B089WWJC4J,AmazonCommercial Personal Water Filter Straw with Attachable,9.14,13.72,40.13,40.13,39.33,40.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07VX9RBXC,AmazonBasics Low-Odor Dry Erase White Board Markers - Chisel,13.0,1.9,1.91,13.0,12.74,13.26,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/03/0363a6f6.jpg
ABO Dataset,B07F33N21V,"Amazon Brand - Solimo Votive Glass Candles, Pack of 12 (Scen",26.0,22.0,8.0,26.0,25.48,26.52,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/44/440d33ad.jpg
ABO Dataset,B00OABZSSE,American Brand VAT16,23.3,12.0,46.5,46.5,45.57,47.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/94/942e231b.jpg
ABO Dataset,B07ML7J59B,"Amazon Brand – Ravenna Home Table Lamp with a Drum Shade, Bu",24.77,24.77,38.73,38.73,37.96,39.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/43/43c008e7.jpg
ABO Dataset,B0749W92XC,"AmazonBasics Yoga & Exercise Mat with Carrying Strap, 1/4"",",187.99,61.0,0.6,187.99,184.23,191.75,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/04/040e0b02.jpg
ABO Dataset,B082BCK9KR,"AmazonBasics Industrial Strength Wire Shelf Liner - 14"" x 36",91.44,35.56,0.1,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b6f349be.jpg
ABO Dataset,B014DQH7XO,AmazonBasics Remanufactured Ink Cartridge Replacement for HP,8.51,1.78,5.08,8.51,8.34,8.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9b/9b1f29f2.jpg
ABO Dataset,B0772KHYF7,"Amazon Brand – Stone & Beam Layered Art Deco Glass Mirror, 3",91.44,60.96,6.35,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/47/470e0b81.jpg
ABO Dataset,B07NZXCQK4,AmazonBasics 15W One-Port USB-C Wall Charger for Phones- Bla,7.26,4.85,4.19,7.26,7.11,7.41,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c6/c60f9562.jpg
ABO Dataset,B07VZQ5YNK,AmazonBasics Garden Tool Collection - Extendable Telescopic,85.09,6.99,22.86,85.09,83.39,86.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8e/8ece9e88.jpg
ABO Dataset,B00MIBN16O,AmazonBasics Premium Single Monitor Stand - Lift Engine Arm,65.02,15.24,41.15,65.02,63.72,66.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d9/d90860f6.jpg
ABO Dataset,B07PVMXK9T,AmazonBasics USB 3.1 Type-C to 3 Port USB Hub with Ethernet,48.9,3.3,2.39,48.9,47.92,49.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/11/1143694c.jpg
ABO Dataset,B00FAYL1YU,AmazonBasics 67-Inch Monopod,4.32,4.06,54.48,54.48,53.39,55.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c8/c872b2e3.jpg
ABO Dataset,B017YEAR0C,"AmazonBasics Lightning to USB A Cable, Apple MFi Certified,",9.0,0.8,13.0,13.0,12.74,13.26,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/aa/aae19e17.jpg
